ade;status;serviço;Loja;tipo_x;valor_x;situacao_x;tipo_y;valor_y;situacao_y;seguro;status_aguardandoRetornoDaSeguradora;Numero loja
82782028;Crédito Enviado;Cartão Benefício INSS;52127;DOC E;R$ 1.320,90;Emitida -;;;;;-;
82787291;Crédito Enviado;Cartão Benefício INSS;52127;DOC E;R$ 2.379,30;Emitida -;;;;;-;
82788111;Crédito Enviado;Cartão BMG Master;52127;DOC E;R$ 2.083,20;Emitida -;;;;;-;
82790912;Crédito Enviado;Cartão Benefício INSS;52127;DOC E;R$ 2.382,80;Emitida -;;;;;-;
82793800;Crédito Enviado;Cartão Benefício INSS;52127;DOC E;R$ 1.319,50;Emitida -;;;;;-;
82795106;Crédito Enviado;Cartão BMG Master;52127;DOC E;R$ 2.000,00;Emitida -;;;;;-;
82795446;Crédito Enviado;Cartão Benefício INSS;52127;DOC E;R$ 1.642,20;Emitida -;;;;;-;
82795672;Crédito Enviado;Cartão BMG Master;52127;DOC E;R$ 1.320,90;Emitida -;;;;;-;
82796051;Crédito Enviado;Cartão Benefício INSS;52127;DOC E;R$ 3.500,00;Emitida -;;;;;-;
82797705;Crédito Enviado;Cartão Benefício INSS;52127;DOC E;R$ 2.697,80;Emitida -;;;;;-;
82798180;Crédito Enviado;Cartão Benefício INSS;52127;DOC E;R$ 3.216,50;Emitida -;;;;;-;
82807893;Crédito Enviado;Cartão BMG Master;52127;DOC E;R$ 1.320,90;Emitida -;;;;;-;
82810970;Crédito Enviado;Cartão Benefício INSS;52127;DOC E;R$ 1.320,90;Emitida -;;;;;-;
82813572;Crédito Enviado;Cartão Benefício INSS;52127;DOC E;R$ 1.319,50;Emitida -;;;;;-;
82814724;Crédito Enviado;Cartão BMG Master;52127;DOC E;R$ 1.710,80;Emitida -;;;;;-;
82815431;Crédito Enviado;Saque Complementar;52127;DOC E;R$ 166,34;Emitida -;;;;;-;
82816885;Crédito Enviado;Cartão Benefício INSS;52127;DOC E;R$ 4.260,90;Emitida -;;;;;-;
82820018;Crédito Enviado;Cartão Benefício INSS;52127;DOC E;R$ 1.400,00;Emitida -;;;;;-;
82821836;Crédito Enviado;Cartão Benefício INSS;52127;DOC E;R$ 1.600,20;Emitida -;;;;;-;
82832338;Crédito Enviado;Saque Complementar;52127;DOC E;R$ 182,20;Emitida -;;;;;-;
82833017;Crédito Enviado;Cartão BMG Master;52127;DOC E;R$ 4.567,50;Emitida -;;;;;-;
82833088;Crédito Enviado;Cartão Benefício INSS;52127;DOC E;R$ 1.319,50;Emitida -;;;;;-;
82696210;Integrada;Cartão Benefício INSS;52127;DOC E;R$ 1.319,50;Cancelada -;;;;;-;
82760506;Crédito Enviado;Saque Complementar;52127;Ordem de Pagamento -;R$ 2.546,00;DisponÃ­vel para saque - OP EMITIDA PELO BANCO (DISP.P/CLIENTE);;;;;-;
82587912;Crédito Enviado;Empréstimo;52127;Ordem de Pagamento - ITAÃš;R$ 9.862,47;DisponÃ­vel para saque - PAGA;;;;;-;
82703269;Crédito Enviado;Empréstimo;52127;Ordem de Pagamento - ITAÃš;R$ 13.000,00;DisponÃ­vel para saque - PAGA;;;;;-;
82719204;Cancelada;Empréstimo;52127;PIX MCLIQ;R$ 3.342,25;Emitida -;;;;;-;
82470287;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 30.000,00;Emitida -;;;;;-;
82474343;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 8.490,93;Emitida -;;;;;-;
82474908;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 10.945,19;Emitida -;;;;;-;
82475149;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 4.960,17;Emitida -;;;;;-;
82483369;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 3.000,00;Emitida -;;;;;-;
82483975;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 4.011,15;Emitida -;;;;;-;
82494486;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 8.675,35;Emitida -;;;;;-;
82497540;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 9.913,56;Emitida -;;;;;-;
82503055;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 4.232,50;Emitida -;;;;;-;
82503473;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 3.000,00;Emitida -;;;;;-;
82511258;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 3.000,00;Emitida -;;;;;-;
82513667;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 3.677,29;Emitida -;;;;;-;
82514316;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 4.072,34;Emitida -;;;;;-;
82517077;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 3.172,15;Emitida -;;;;;-;
82523552;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 9.300,52;Emitida -;;;;;-;
82526358;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 3.013,12;Emitida -;;;;;-;
82526634;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 8.505,47;Emitida -;;;;;-;
82526831;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 3.592,33;Emitida -;;;;;-;
82528363;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 18.548,00;Emitida -;;;;;-;
82528644;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 8.650,02;Emitida -;;;;;-;
82530104;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 7.927,22;Emitida -;;;;;-;
82530742;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 10.000,00;Emitida -;;;;;-;
82531732;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 3.000,00;Emitida -;;;;;-;
82540324;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 7.911,88;Emitida -;;;;;-;
82540665;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 4.442,93;Emitida -;;;;;-;
82542006;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 13.363,64;Emitida -;;;;;-;
82553299;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 3.941,77;Emitida -;;;;;-;
82554948;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 4.692,08;Emitida -;;;;;-;
82555919;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 10.000,00;Emitida -;;;;;-;
82556799;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 5.000,00;Emitida -;;;;;-;
82557762;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 4.077,64;Emitida -;;;;;-;
82567994;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 8.805,40;Emitida -;;;;;-;
82572844;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 17.521,37;Emitida -;;;;;-;
82575144;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 6.000,00;Emitida -;;;;;-;
82581801;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 3.000,00;Emitida -;;;;;-;
82582637;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 11.000,00;Emitida -;;;;;-;
82583487;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 4.091,30;Emitida -;;;;;-;
82610575;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 3.109,21;Emitida -;;;;;-;
82652899;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 10.576,10;Emitida -;;;;;-;
82680723;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 4.167,65;Emitida -;;;;;-;
82685520;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 19.500,78;Emitida -;;;;;-;
82688203;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 3.886,90;Emitida -;;;;;-;
82689223;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 3.481,74;Emitida -;;;;;-;
82691843;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 3.420,44;Emitida -;;;;;-;
82691922;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 22.397,43;Emitida -;;;;;-;
82693154;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 15.000,00;Emitida -;;;;;-;
82698496;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 5.465,29;Emitida -;;;;;-;
82698647;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 8.684,03;Emitida -;;;;;-;
82699660;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 5.745,43;Emitida -;;;;;-;
82701401;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 7.755,46;Emitida -;;;;;-;
82702982;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 5.961,11;Emitida -;;;;;-;
82707763;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 3.509,56;Emitida -;;;;;-;
82708268;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 14.727,27;Emitida -;;;;;-;
82710114;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 9.754,19;Emitida -;;;;;-;
82716382;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 3.421,77;Emitida -;;;;;-;
82728001;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 20.094,03;Emitida -;;;;;-;
82737980;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 6.566,19;Emitida -;;;;;-;
82740725;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 8.849,56;Emitida -;;;;;-;
82742600;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 19.362,36;Emitida -;;;;;-;
82746515;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 17.793,83;Emitida -;;;;;-;
82769901;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 10.139,51;Emitida -;;;;;-;
82785724;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 3.399,82;Emitida -;;;;;-;
82785905;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 3.811,59;Emitida -;;;;;-;
82788657;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 6.717,96;Emitida -;;;;;-;
82789347;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 20.000,00;Emitida -;;;;;-;
82790151;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 4.361,54;Emitida -;;;;;-;
82793265;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 3.543,95;Emitida -;;;;;-;
82804932;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 3.000,00;Emitida -;;;;;-;
82807101;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 4.471,19;Emitida -;;;;;-;
82808615;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 4.421,01;Emitida -;;;;;-;
82817344;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 12.676,99;Emitida -;;;;;-;
82830461;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 4.000,00;Emitida -;;;;;-;
82852024;Crédito Enviado;Empréstimo;52127;PIX MCLIQ;R$ 3.822,21;Emitida -;;;;;-;
82530525;Crédito Enviado;Cartão Benefício INSS;52127;DOC E;R$ 2.660,00;Emitida -;;;;;Cancelado na Consistencia;
82607716;Crédito Enviado;Cartão Benefício INSS;52127;DOC E;R$ 1.773,80;Emitida -;;;;;Cancelado na Consistencia;
82609824;Crédito Enviado;Cartão Benefício INSS;52127;DOC E;R$ 1.319,50;Emitida -;;;;;Cancelado na Consistencia;
82749953;Crédito Enviado;Saque Complementar;52127;DOC E;R$ 2.464,00;Emitida -;;;;;Cancelado na Consistencia;
82816975;Crédito Enviado;Saque Complementar;52127;DOC E;R$ 2.000,00;Emitida -;;;;;Cancelado na Consistencia;
82468030;Crédito Enviado;Saque FGTS;52127;Conta Corrente;R$ 257,05;Emitida -;;;;;Não Definido;
82502201;Crédito Enviado;Saque FGTS;52127;Conta Corrente;R$ 323,75;Emitida -;;;;;Não Definido;
82505318;Crédito Enviado;Saque FGTS;52127;Conta Corrente;R$ 284,17;Emitida -;;;;;Não Definido;
82511698;Crédito Enviado;Saque FGTS;52127;Conta Corrente;R$ 190,82;Emitida -;;;;;Não Definido;
82526042;Crédito Enviado;Saque FGTS;52127;Conta Corrente;R$ 537,90;Emitida -;;;;;Não Definido;
82532384;Crédito Enviado;Saque FGTS;52127;Conta Corrente;R$ 761,29;Emitida -;;;;;Não Definido;
82548043;Crédito Enviado;Saque FGTS;52127;Conta Corrente;R$ 216,83;Emitida -;;;;;Não Definido;
82595527;Crédito Enviado;Saque FGTS;52127;Conta Corrente;R$ 174,41;Emitida -;;;;;Não Definido;
82616275;Crédito Enviado;Saque FGTS;52127;Conta Corrente;R$ 221,49;Emitida -;;;;;Não Definido;
82620620;Crédito Enviado;Saque FGTS;52127;Conta Corrente;R$ 315,94;Emitida -;;;;;Não Definido;
82623088;Crédito Enviado;Saque FGTS;52127;Conta Corrente;R$ 435,73;Emitida -;;;;;Não Definido;
82653057;Crédito Enviado;Saque FGTS;52127;Conta Corrente;R$ 916,08;Emitida -;;;;;Não Definido;
82653382;Crédito Enviado;Saque FGTS;52127;Conta Corrente;R$ 210,07;Emitida -;;;;;Não Definido;
82679505;Crédito Enviado;Saque FGTS;52127;Conta Corrente;R$ 239,84;Emitida -;;;;;Não Definido;
82683867;Crédito Enviado;Saque FGTS;52127;Conta Corrente;R$ 180,48;Emitida -;;;;;Não Definido;
82689553;Crédito Enviado;Saque FGTS;52127;Conta Corrente;R$ 539,93;Emitida -;;;;;Não Definido;
82717936;Crédito Enviado;Saque FGTS;52127;Conta Corrente;R$ 299,30;Emitida -;;;;;Não Definido;
82747061;Crédito Enviado;Saque FGTS;52127;Conta Corrente;R$ 232,10;Emitida -;;;;;Não Definido;
82758697;Crédito Enviado;Saque FGTS;52127;Conta Corrente;R$ 234,83;Emitida -;;;;;Não Definido;
82831450;Crédito Enviado;Saque FGTS;52127;Conta Corrente;R$ 315,18;Emitida -;;;;;Não Definido;
82832221;Crédito Enviado;Saque FGTS;52127;Conta Corrente;R$ 349,11;Emitida -;;;;;Não Definido;
82857175;Crédito Enviado;Saque FGTS;52127;Conta Corrente;R$ 338,86;Emitida -;;;;;Não Definido;
82577012;Crédito Enviado;Saque FGTS;52127;DOC E;R$ 773,33;Emitida -;;;;;Não Definido;
82723020;Crédito Enviado;Saque FGTS;52127;DOC E;R$ 310,42;Emitida -;;;;;Não Definido;
82469744;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 469,14;Emitida -;;;;;Não Definido;
82478238;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 512,07;Emitida -;;;;;Não Definido;
82481985;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 1.124,01;Emitida -;;;;;Não Definido;
82482300;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 200,23;Emitida -;;;;;Não Definido;
82484656;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 309,99;Emitida -;;;;;Não Definido;
82487809;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 396,47;Emitida -;;;;;Não Definido;
82490552;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 763,64;Emitida -;;;;;Não Definido;
82491182;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 301,67;Emitida -;;;;;Não Definido;
82504010;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 1.729,22;Emitida -;;;;;Não Definido;
82510802;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 833,82;Emitida -;;;;;Não Definido;
82523309;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 242,87;Emitida -;;;;;Não Definido;
82527671;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 295,17;Emitida -;;;;;Não Definido;
82532680;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 859,67;Emitida -;;;;;Não Definido;
82565060;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 250,43;Emitida -;;;;;Não Definido;
82576626;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 334,39;Emitida -;;;;;Não Definido;
82582241;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 500,45;Emitida -;;;;;Não Definido;
82606787;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 224,16;Emitida -;;;;;Não Definido;
82607125;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 243,51;Emitida -;;;;;Não Definido;
82610927;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 3.871,60;Emitida -;;;;;Não Definido;
82611709;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 351,77;Emitida -;;;;;Não Definido;
82621366;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 177,89;Emitida -;;;;;Não Definido;
82622117;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 171,41;Emitida -;;;;;Não Definido;
82628939;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 210,77;Emitida -;;;;;Não Definido;
82631802;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 179,19;Emitida -;;;;;Não Definido;
82636291;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 294,85;Emitida -;;;;;Não Definido;
82639446;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 172,30;Emitida -;;;;;Não Definido;
82641999;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 412,67;Emitida -;;;;;Não Definido;
82647567;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 247,80;Emitida -;;;;;Não Definido;
82658337;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 407,04;Emitida -;;;;;Não Definido;
82660370;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 170,73;Emitida -;;;;;Não Definido;
82662318;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 578,82;Emitida -;;;;;Não Definido;
82689576;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 608,44;Emitida -;;;;;Não Definido;
82692259;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 286,25;Emitida -;;;;;Não Definido;
82695947;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 341,66;Emitida -;;;;;Não Definido;
82701572;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 708,69;Emitida -;;;;;Não Definido;
82704939;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 292,05;Emitida -;;;;;Não Definido;
82705409;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 193,38;Emitida -;;;;;Não Definido;
82711644;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 1.311,91;Emitida -;;;;;Não Definido;
82716658;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 175,09;Emitida -;;;;;Não Definido;
82717227;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 264,17;Emitida -;;;;;Não Definido;
82718892;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 191,13;Emitida -;;;;;Não Definido;
82719613;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 176,28;Emitida -;;;;;Não Definido;
82726279;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 160,87;Emitida -;;;;;Não Definido;
82729338;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 1.149,21;Emitida -;;;;;Não Definido;
82731904;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 185,54;Emitida -;;;;;Não Definido;
82732308;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 643,73;Emitida -;;;;;Não Definido;
82732354;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 271,81;Emitida -;;;;;Não Definido;
82740729;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 317,50;Emitida -;;;;;Não Definido;
82741539;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 494,11;Emitida -;;;;;Não Definido;
82746270;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 250,54;Emitida -;;;;;Não Definido;
82752532;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 315,26;Emitida -;;;;;Não Definido;
82753664;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 474,34;Emitida -;;;;;Não Definido;
82754443;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 193,10;Emitida -;;;;;Não Definido;
82755299;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 1.016,09;Emitida -;;;;;Não Definido;
82756312;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 245,59;Emitida -;;;;;Não Definido;
82756340;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 182,19;Emitida -;;;;;Não Definido;
82759317;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 208,27;Emitida -;;;;;Não Definido;
82761314;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 450,13;Emitida -;;;;;Não Definido;
82781846;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 213,72;Emitida -;;;;;Não Definido;
82823608;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 317,73;Emitida -;;;;;Não Definido;
82830543;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 180,70;Emitida -;;;;;Não Definido;
82841159;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 223,42;Emitida -;;;;;Não Definido;
82845576;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 995,54;Emitida -;;;;;Não Definido;
82846184;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 2.114,36;Emitida -;;;;;Não Definido;
82846545;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 1.934,05;Emitida -;;;;;Não Definido;
82854750;Crédito Enviado;Saque FGTS;52127;PIX MCLIQ;R$ 302,81;Emitida -;;;;;Não Definido;
82471220;Crédito Enviado;Saque Complementar;52127;Conta Corrente;R$ 103,82;Emitida -;;;;;;
82495965;Crédito Enviado;Saque Complementar;52127;Conta Corrente;R$ 300,47;Emitida -;;;;;;
82574598;Crédito Enviado;Saque Complementar;52127;Conta Corrente;R$ 132,03;Emitida -;;;;;;
82588501;Crédito Enviado;Saque Complementar;52127;Conta Corrente;R$ 1.000,00;Emitida -;;;;;;
82595268;Crédito Enviado;Saque Complementar;52127;Conta Corrente;R$ 1.200,45;Emitida -;;;;;;
82624592;Crédito Enviado;Saque Complementar;52127;Conta Corrente;R$ 168,55;Emitida -;;;;;;
82628830;Crédito Enviado;Saque Complementar;52127;Conta Corrente;R$ 149,61;Emitida -;;;;;;
82657771;Crédito Enviado;Saque Complementar;52127;Conta Corrente;R$ 708,72;Emitida -;;;;;;
82700552;Crédito Enviado;Saque Complementar;52127;Conta Corrente;R$ 185,24;Emitida -;;;;;;
82707665;Crédito Enviado;Saque Complementar;52127;Conta Corrente;R$ 302,00;Emitida -;;;;;;
82723367;Crédito Enviado;Saque Complementar;52127;Conta Corrente;R$ 257,14;Emitida -;;;;;;
82730336;Crédito Enviado;Cartão BMG Card;52127;Conta Corrente;R$ 4.500,00;Emitida -;;;;;;
82749448;Crédito Enviado;Cartão BMG Master;52127;Conta Corrente;R$ 2.989,00;Emitida -;;;;;;
82749571;Crédito Enviado;Cartão Benefício INSS;52127;Conta Corrente;R$ 1.428,70;Emitida -;;;;;;
82809550;Crédito Enviado;Cartão Benefício INSS;52127;Conta Corrente;R$ 1.317,40;Emitida -;;;;;;
82822656;Crédito Enviado;Saque Complementar;52127;Conta Corrente;R$ 210,37;Emitida -;;;;;;
82828365;Crédito Enviado;Saque Complementar;52127;Conta Corrente;R$ 589,53;Emitida -;;;;;;
82831660;Crédito Enviado;Saque Complementar;52127;Conta Corrente;R$ 169,63;Emitida -;;;;;;
82837283;Crédito Enviado;Saque Complementar;52127;Conta Corrente;R$ 105,45;Emitida -;;;;;;
82844980;Crédito Enviado;Saque Complementar;52127;Conta Corrente;R$ 121,08;Emitida -;;;;;;
82850782;Crédito Enviado;Saque Complementar;52127;Conta Corrente;R$ 159,53;Emitida -;;;;;;
82856309;Crédito Enviado;Saque Complementar;52127;Conta Corrente;R$ 509,97;Emitida -;;;;;;
82858164;Crédito Enviado;Saque Complementar;52127;Conta Corrente;R$ 208,74;Emitida -;;;;;;
82867638;Crédito Enviado;Saque Complementar;52127;Conta Corrente;R$ 241,58;Emitida -;;;;;;
82874097;Crédito Enviado;Saque Complementar;52127;Conta Corrente;R$ 116,25;Emitida -;;;;;;
82874555;Crédito Enviado;Saque Complementar;52127;Conta Corrente;R$ 208,46;Emitida -;;;;;;
82875690;Crédito Enviado;Saque Complementar;52127;Conta Corrente;R$ 148,42;Emitida -;;;;;;
82878094;Crédito Enviado;Saque Complementar;52127;Conta Corrente;R$ 212,69;Emitida -;;;;;;
82881515;Crédito Enviado;Saque Complementar;52127;Conta Corrente;R$ 768,45;Emitida -;;;;;;
82473917;Cancelada;Saque Complementar;52127;DOC E;R$ 747,62;Cancelada -;;;;;;
82474312;Cancelada;Saque Complementar;52127;DOC E;R$ 215,49;Emitida -;;;;;;
82512861;Cancelada;Saque Complementar;52127;DOC E;R$ 209,25;Cancelada -;;;;;;
82549758;Cancelada;Saque Complementar;52127;DOC E;R$ 259,67;Cancelada -;;;;;;
82569636;Cancelada;Saque Complementar;52127;DOC E;R$ 265,91;Cancelada -;;;;;;
82599788;Cancelada;Saque Complementar;52127;DOC E;R$ 672,70;Emitida -;;;;;;
82607152;Cancelada;Saque Complementar;52127;DOC E;R$ 109,91;Cancelada -;;;;;;
82628312;Cancelada;Saque Complementar;52127;DOC E;R$ 117,42;Cancelada -;;;;;;
82734960;Cancelada;Saque Complementar;52127;DOC E;R$ 117,50;Cancelada -;;;;;;
82790607;Cancelada;Saque Complementar;52127;DOC E;R$ 622,57;Emitida -;;;;;;
82809087;Cancelada;Saque Complementar;52127;DOC E;R$ 265,91;Cancelada -;;;;;;
82810572;Cancelada;Saque Complementar;52127;DOC E;R$ 305,50;Cancelada -;;;;;;
82812485;Cancelada;Saque Complementar;52127;DOC E;R$ 484,03;Cancelada -;;;;;;
82874637;Cancelada;Saque Complementar;52127;DOC E;R$ 180,68;Cancelada -;;;;;;
82464859;Crédito Enviado;Saque Complementar;52127;DOC E;R$ 758,35;Emitida -;;;;;;
82468516;Crédito Enviado;Saque Complementar;52127;DOC E;R$ 561,13;Emitida -;;;;;;
82470464;Crédito Enviado;Saque Complementar;52127;DOC E;R$ 1.253,00;Emitida -;;;;;;
82473187;Crédito Enviado;Saque Complementar;52127;DOC E;R$ 7.809,20;Emitida -;;;;;;
82474437;Crédito Enviado;Cartão Benefício INSS;52127;DOC E;R$ 1.227,00;Emitida -;;;;;;
82474692;Crédito Enviado;Saque Complementar;52127;DOC E;R$ 911,00;Emitida -;;;;;;
82474736;Crédito Enviado;Saque Complementar;52127;DOC E;R$ 3.339,90;Emitida -;;;;;;
82474949;Crédito Enviado;Saque Complementar;52127;DOC E;R$ 917,00;Emitida -;;;;;;
82475120;Crédito Enviado;Saque Complementar;52127;DOC E;R$ 1.036,77;Emitida -;;;;;;
