ade;status;serviço;Loja;tipo_x;valor_x;situacao_x;tipo_y;valor_y;situacao_y;seguro;status_aguardandoRetornoDaSeguradora;Numero loja
82523149;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 1.650,35;Emitida -;;;;;Não Definido;
82526485;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 320,66;Emitida -;;;;;Não Definido;
82526661;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 2.673,14;Emitida -;;;;;Não Definido;
82526674;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 178,85;Emitida -;;;;;Não Definido;
82526988;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 194,93;Emitida -;;;;;Não Definido;
82527724;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 1.239,02;Emitida -;;;;;Não Definido;
82528253;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 212,99;Emitida -;;;;;Não Definido;
82541738;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 168,23;Emitida -;;;;;Não Definido;
82543238;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 227,31;Emitida -;;;;;Não Definido;
82544297;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 1.762,22;Emitida -;;;;;Não Definido;
82544516;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 351,09;Emitida -;;;;;Não Definido;
82552821;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 1.063,23;Emitida -;;;;;Não Definido;
82552975;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 180,68;Emitida -;;;;;Não Definido;
82553309;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 170,97;Emitida -;;;;;Não Definido;
82553701;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 213,36;Emitida -;;;;;Não Definido;
82555557;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 614,59;Emitida -;;;;;Não Definido;
82557152;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 291,79;Emitida -;;;;;Não Definido;
82557417;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 188,32;Emitida -;;;;;Não Definido;
82558219;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 220,88;Emitida -;;;;;Não Definido;
82558732;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 318,16;Emitida -;;;;;Não Definido;
82561228;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 178,41;Emitida -;;;;;Não Definido;
82572837;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 262,85;Emitida -;;;;;Não Definido;
82580521;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 466,21;Emitida -;;;;;Não Definido;
82580920;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 300,38;Emitida -;;;;;Não Definido;
82582015;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 506,62;Emitida -;;;;;Não Definido;
82582206;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 163,95;Emitida -;;;;;Não Definido;
82588845;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 167,77;Emitida -;;;;;Não Definido;
82589989;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 216,98;Emitida -;;;;;Não Definido;
82591179;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 466,92;Emitida -;;;;;Não Definido;
82591378;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 156,67;Emitida -;;;;;Não Definido;
82597104;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 245,18;Emitida -;;;;;Não Definido;
82598558;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 389,21;Emitida -;;;;;Não Definido;
82603634;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 574,11;Emitida -;;;;;Cancelado;
82606339;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 305,80;Emitida -;;;;;Não Definido;
82607364;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 279,60;Emitida -;;;;;Não Definido;
82609809;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 181,51;Emitida -;;;;;Não Definido;
82610049;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 151,30;Emitida -;;;;;Não Definido;
82610086;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 170,04;Emitida -;;;;;Não Definido;
82610399;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 426,62;Emitida -;;;;;Não Definido;
82610610;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 221,88;Emitida -;;;;;Não Definido;
82612657;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 164,35;Emitida -;;;;;Não Definido;
82613007;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 261,10;Emitida -;;;;;Não Definido;
82613120;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 166,58;Emitida -;;;;;Não Definido;
82613687;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 2.187,10;Emitida -;;;;;Não Definido;
82615219;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 153,68;Emitida -;;;;;Não Definido;
82622581;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 370,32;Emitida -;;;;;Não Definido;
82623107;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 205,92;Emitida -;;;;;Não Definido;
82634178;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 244,70;Emitida -;;;;;Não Definido;
82635477;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 1.988,77;Emitida -;;;;;Não Definido;
82636209;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 180,38;Emitida -;;;;;Não Definido;
82636464;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 307,40;Emitida -;;;;;Não Definido;
82637545;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 153,53;Emitida -;;;;;Não Definido;
82637782;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 256,18;Emitida -;;;;;Não Definido;
82641081;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 281,10;Emitida -;;;;;Não Definido;
82649410;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 168,77;Emitida -;;;;;Não Definido;
82654403;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 204,97;Emitida -;;;;;Não Definido;
82655306;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 207,07;Emitida -;;;;;Não Definido;
82659567;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 225,32;Emitida -;;;;;Não Definido;
82660247;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 231,33;Emitida -;;;;;Não Definido;
82662885;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 515,63;Emitida -;;;;;Não Definido;
82665930;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 322,08;Emitida -;;;;;Não Definido;
82679762;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 171,80;Emitida -;;;;;Não Definido;
82688841;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 266,55;Emitida -;;;;;Não Definido;
82690230;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 211,48;Emitida -;;;;;Não Definido;
82695751;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 221,43;Emitida -;;;;;Não Definido;
82697789;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 2.235,87;Emitida -;;;;;Não Definido;
82700908;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 251,98;Emitida -;;;;;Não Definido;
82709312;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 333,94;Emitida -;;;;;Não Definido;
82710137;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 866,69;Emitida -;;;;;Não Definido;
82714392;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 202,44;Emitida -;;;;;Não Definido;
82718601;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 449,07;Emitida -;;;;;Não Definido;
82719053;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 662,89;Emitida -;;;;;Não Definido;
82723516;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 187,15;Emitida -;;;;;Não Definido;
82727161;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 2.056,85;Emitida -;;;;;Não Definido;
82732789;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 261,72;Emitida -;;;;;Não Definido;
82736739;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 210,36;Emitida -;;;;;Não Definido;
82737754;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 286,70;Emitida -;;;;;Não Definido;
82738626;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 594,69;Emitida -;;;;;Não Definido;
82740179;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 238,73;Emitida -;;;;;Não Definido;
82749371;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 513,42;Emitida -;;;;;Não Definido;
82754715;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 422,20;Emitida -;;;;;Não Definido;
82759561;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 740,69;Emitida -;;;;;Não Definido;
82761881;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 169,44;Emitida -;;;;;Não Definido;
82763886;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 352,80;Emitida -;;;;;Não Definido;
82765680;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 448,96;Emitida -;;;;;Não Definido;
82769423;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 569,47;Emitida -;;;;;Não Definido;
82769516;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 208,68;Emitida -;;;;;Não Definido;
82780047;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 570,29;Emitida -;;;;;Não Definido;
82784042;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 685,55;Emitida -;;;;;Não Definido;
82786177;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 174,17;Emitida -;;;;;Não Definido;
82788342;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 186,30;Emitida -;;;;;Não Definido;
82790494;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 265,61;Emitida -;;;;;Não Definido;
82791817;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 337,59;Emitida -;;;;;Não Definido;
82793053;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 3.720,06;Emitida -;;;;;Não Definido;
82793795;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 11.648,21;Emitida -;;;;;Não Definido;
82798026;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 230,38;Emitida -;;;;;Não Definido;
82801716;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 187,35;Emitida -;;;;;Não Definido;
82803916;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 279,91;Emitida -;;;;;Não Definido;
82804356;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 204,26;Emitida -;;;;;Não Definido;
82807883;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 247,56;Emitida -;;;;;Não Definido;
82809657;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 470,63;Emitida -;;;;;Não Definido;
82810183;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 2.072,24;Emitida -;;;;;Não Definido;
82810638;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 316,01;Emitida -;;;;;Não Definido;
82830147;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 432,05;Emitida -;;;;;Não Definido;
82834597;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 500,24;Emitida -;;;;;Não Definido;
82848438;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 193,82;Emitida -;;;;;Não Definido;
82859896;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 598,70;Emitida -;;;;;Não Definido;
82869532;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 165,83;Emitida -;;;;;Não Definido;
82874087;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 252,19;Emitida -;;;;;Não Definido;
82875415;Crédito Enviado;Saque FGTS;55576;Conta Corrente;R$ 791,78;Emitida -;;;;;Não Definido;
82557204;Cancelada;Saque FGTS;55576;DOC E;R$ 2.499,70;Emitida -;;;;;Não Definido;
82584033;Cancelada;Saque FGTS;55576;DOC E;R$ 563,01;Emitida -;;;;;Não Definido;
82725453;Cancelada;Saque FGTS;55576;DOC E;R$ 229,63;Emitida -;;;;;Não Definido;
82498339;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 426,81;Emitida -;;;;;Não Definido;
82498623;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 2.504,71;Emitida -;;;;;Não Definido;
82500147;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 295,95;Emitida -;;;;;Não Definido;
82504234;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 4.680,46;Emitida -;;;;;Não Definido;
82515765;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 1.180,33;Emitida -;;;;;Não Definido;
82541731;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 263,65;Emitida -;;;;;Não Definido;
82549443;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 167,69;Emitida -;;;;;Não Definido;
82549800;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 158,73;Emitida -;;;;;Não Definido;
82552697;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 239,60;Emitida -;;;;;Não Definido;
82571148;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 461,15;Emitida -;;;;;Não Definido;
82578620;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 194,79;Emitida -;;;;;Não Definido;
82582911;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 166,47;Emitida -;;;;;Não Definido;
82584637;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 968,65;Emitida -;;;;;Não Definido;
82594049;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 181,43;Emitida -;;;;;Cancelado;
82596133;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 317,16;Emitida -;;;;;Não Definido;
82598248;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 12.814,91;Emitida -;;;;;Não Definido;
82599293;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 392,23;Emitida -;;;;;Não Definido;
82604276;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 274,95;Emitida -;;;;;Não Definido;
82609369;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 526,00;Emitida -;;;;;Não Definido;
82609860;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 1.224,80;Emitida -;;;;;Não Definido;
82612794;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 417,11;Emitida -;;;;;Não Definido;
82623911;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 251,70;Emitida -;;;;;Não Definido;
82624308;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 302,72;Emitida -;;;;;Não Definido;
82634103;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 323,83;Emitida -;;;;;Não Definido;
82647996;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 341,44;Emitida -;;;;;Não Definido;
82658533;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 265,39;Emitida -;;;;;Não Definido;
82676626;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 317,97;Emitida -;;;;;Não Definido;
82692474;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 1.963,78;Emitida -;;;;;Não Definido;
82698610;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 302,58;Emitida -;;;;;Não Definido;
82713067;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 325,90;Cancelada -;;;;;Não Definido;
82723112;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 240,44;Emitida -;;;;;Não Definido;
82727480;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 1.761,92;Emitida -;;;;;Não Definido;
82748332;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 309,96;Emitida -;;;;;Não Definido;
82761738;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 1.000,32;Emitida -;;;;;Não Definido;
82777289;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 251,41;Emitida -;;;;;Não Definido;
82784898;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 1.275,54;Emitida -;;;;;Não Definido;
82796548;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 4.080,86;Emitida -;;;;;Não Definido;
82815126;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 2.914,27;Emitida -;;;;;Não Definido;
82828282;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 177,00;Emitida -;;;;;Não Definido;
82833419;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 920,91;Emitida -;;;;;Não Definido;
82844475;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 499,56;Emitida -;;;;;Não Definido;
82850118;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 1.429,47;Emitida -;;;;;Não Definido;
82855823;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 524,03;Emitida -;;;;;Não Definido;
82878678;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 5.912,42;Emitida -;;;;;Não Definido;
82878838;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 686,83;Emitida -;;;;;Não Definido;
82879238;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 342,02;Emitida -;;;;;Não Definido;
82879442;Crédito Enviado;Saque FGTS;55576;DOC E;R$ 977,47;Emitida -;;;;;Não Definido;
82462423;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 776,37;Emitida -;;;;;Não Definido;
82465288;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 260,47;Emitida -;;;;;Não Definido;
82473654;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 2.937,01;Emitida -;;;;;Não Definido;
82474113;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 767,29;Emitida -;;;;;Não Definido;
82485595;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 471,67;Emitida -;;;;;Não Definido;
82485804;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 588,49;Emitida -;;;;;Não Definido;
82486480;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 524,97;Emitida -;;;;;Não Definido;
82488115;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 163,25;Emitida -;;;;;Não Definido;
82489047;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 3.579,24;Emitida -;;;;;Não Definido;
82489493;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 230,11;Emitida -;;;;;Não Definido;
82493295;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 468,98;Emitida -;;;;;Não Definido;
82493760;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 323,69;Emitida -;;;;;Não Definido;
82494865;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 8.451,86;Emitida -;;;;;Não Definido;
82495303;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 12.766,11;Emitida -;;;;;Não Definido;
82495382;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 275,45;Emitida -;;;;;Não Definido;
82495452;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 313,88;Emitida -;;;;;Não Definido;
82497130;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 231,41;Emitida -;;;;;Não Definido;
82497237;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 520,20;Emitida -;;;;;Não Definido;
82498753;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 771,09;Emitida -;;;;;Não Definido;
82498952;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 165,21;Emitida -;;;;;Não Definido;
82499033;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 267,72;Emitida -;;;;;Não Definido;
82499313;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 871,58;Emitida -;;;;;Não Definido;
82499889;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 683,88;Emitida -;;;;;Não Definido;
82500839;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 287,68;Emitida -;;;;;Não Definido;
82500943;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 314,98;Emitida -;;;;;Não Definido;
82502791;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 617,07;Emitida -;;;;;Não Definido;
82503037;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 520,74;Emitida -;;;;;Não Definido;
82503145;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 731,42;Emitida -;;;;;Não Definido;
82503153;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 230,33;Emitida -;;;;;Não Definido;
82503375;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 878,44;Emitida -;;;;;Não Definido;
82503493;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 700,98;Emitida -;;;;;Não Definido;
82503718;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 8.538,72;Emitida -;;;;;Não Definido;
82503763;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 2.062,11;Emitida -;;;;;Não Definido;
82504318;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 160,54;Emitida -;;;;;Não Definido;
82504327;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 385,04;Emitida -;;;;;Não Definido;
82504448;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 1.604,33;Emitida -;;;;;Não Definido;
82504479;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 322,21;Emitida -;;;;;Não Definido;
82504910;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 3.101,61;Emitida -;;;;;Não Definido;
82505027;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 773,28;Emitida -;;;;;Não Definido;
82505224;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 173,61;Emitida -;;;;;Não Definido;
82505261;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 178,06;Emitida -;;;;;Não Definido;
82505459;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 170,80;Emitida -;;;;;Não Definido;
82505767;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 178,06;Emitida -;;;;;Não Definido;
82505879;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 222,63;Emitida -;;;;;Não Definido;
82506340;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 787,67;Emitida -;;;;;Não Definido;
82506906;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 1.158,26;Emitida -;;;;;Não Definido;
82507129;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 329,72;Emitida -;;;;;Não Definido;
82507463;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 178,50;Emitida -;;;;;Não Definido;
82507657;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 213,97;Emitida -;;;;;Não Definido;
82507864;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 716,07;Emitida -;;;;;Não Definido;
82507916;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 217,03;Emitida -;;;;;Não Definido;
82508059;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 827,80;Emitida -;;;;;Não Definido;
82508071;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 455,05;Emitida -;;;;;Não Definido;
82508252;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 306,33;Emitida -;;;;;Não Definido;
82508521;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 1.099,01;Emitida -;;;;;Não Definido;
82508810;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 1.564,59;Emitida -;;;;;Não Definido;
82509330;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 176,25;Emitida -;;;;;Não Definido;
82509445;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 8.317,88;Emitida -;;;;;Não Definido;
82509941;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 278,17;Emitida -;;;;;Não Definido;
82510048;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 166,45;Emitida -;;;;;Não Definido;
82510239;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 263,31;Emitida -;;;;;Não Definido;
82510251;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 925,82;Emitida -;;;;;Não Definido;
82510275;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 184,74;Emitida -;;;;;Não Definido;
82510405;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 398,98;Emitida -;;;;;Não Definido;
82510561;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 446,72;Emitida -;;;;;Não Definido;
82510633;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 859,74;Emitida -;;;;;Não Definido;
82510896;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 239,72;Emitida -;;;;;Não Definido;
82511358;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 221,87;Emitida -;;;;;Não Definido;
82511508;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 841,54;Emitida -;;;;;Não Definido;
82511893;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 187,09;Emitida -;;;;;Não Definido;
82512059;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 812,12;Emitida -;;;;;Não Definido;
82512182;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 921,57;Emitida -;;;;;Não Definido;
82512284;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 1.546,74;Emitida -;;;;;Não Definido;
82512363;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 408,47;Emitida -;;;;;Não Definido;
82512653;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 263,19;Emitida -;;;;;Não Definido;
82512741;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 1.350,91;Emitida -;;;;;Cancelado;
82512802;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 192,68;Emitida -;;;;;Não Definido;
82512987;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 2.519,98;Emitida -;;;;;Não Definido;
82513102;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 685,36;Emitida -;;;;;Não Definido;
82513241;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 229,63;Emitida -;;;;;Não Definido;
82513534;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 217,54;Emitida -;;;;;Não Definido;
82513783;Crédito Enviado;Saque FGTS;55576;PIX MCLIQ;R$ 938,80;Emitida -;;;;;Não Definido;
